,gr_id,gr_name,s_id,s_name,laboring
467,10,Добыча сырья,10.470,Бурение,False
468,10,Добыча сырья,10.471,Маркшейдер,False
469,10,Добыча сырья,10.472,Газ,False
470,10,Добыча сырья,10.740,Другое,False
471,10,Добыча сырья,10.54,Геологоразведка,False
472,10,Добыча сырья,10.80,Инженер,False
473,10,Добыча сырья,10.191,Нефть,False
474,10,Добыча сырья,10.258,Руда,False
475,10,Добыча сырья,10.315,Уголь,False
476,10,Добыча сырья,10.323,Управление предприятием,False
477,10,Добыча сырья,10.393,"Начальный уровень, Мало опыта",False
478,22,"Туризм, гостиницы, рестораны",22.491,Повар,True
479,22,"Туризм, гостиницы, рестораны",22.504,Хостес,True
480,22,"Туризм, гостиницы, рестораны",22.505,Швейцар,True
481,22,"Туризм, гостиницы, рестораны",22.518,Сомелье,True
482,22,"Туризм, гостиницы, рестораны",22.529,Анимация,True
483,22,"Туризм, гостиницы, рестораны",22.530,Оформление виз,False
484,22,"Туризм, гостиницы, рестораны",22.531,Управление туристическим бизнесом,False
485,22,"Туризм, гостиницы, рестораны",22.757,Другое,False
486,22,"Туризм, гостиницы, рестораны",22.11,Авиабилеты,False
487,22,"Туризм, гостиницы, рестораны",22.35,Банкеты,False
488,22,"Туризм, гостиницы, рестораны",22.39,Бронирование,False
489,22,"Туризм, гостиницы, рестораны",22.55,"Гид, Экскурсовод",False
490,22,"Туризм, гостиницы, рестораны",22.104,Кейтеринг,False
491,22,"Туризм, гостиницы, рестораны",22.175,"Начальный уровень, Мало опыта",False
492,22,"Туризм, гостиницы, рестораны",22.193,"Официант, Бармен",True
493,22,"Туризм, гостиницы, рестораны",22.198,"Организация встреч, Конференций",False
494,22,"Туризм, гостиницы, рестораны",22.199,Организация туристических продуктов,False
495,22,"Туризм, гостиницы, рестораны",22.204,Персонал кухни,True
496,22,"Туризм, гостиницы, рестораны",22.223,Продажа туристических услуг,False
497,22,"Туризм, гостиницы, рестораны",22.248,"Размещение, Обслуживание гостей",False
498,22,"Туризм, гостиницы, рестораны",22.316,Управление гостиницами,False
499,22,"Туризм, гостиницы, рестораны",22.329,"Управление ресторанами, Барами",False
500,22,"Туризм, гостиницы, рестораны",22.353,Шеф-повар,False
501,24,"Спортивные клубы, фитнес, салоны красоты",24.492,Массажист,True
502,24,"Спортивные клубы, фитнес, салоны красоты",24.493,Парикмахер,True
503,24,"Спортивные клубы, фитнес, салоны красоты",24.624,Ногтевой сервис,True
504,24,"Спортивные клубы, фитнес, салоны красоты",24.753,Другое,False
505,24,"Спортивные клубы, фитнес, салоны красоты",24.377,Косметология,True
506,24,"Спортивные клубы, фитнес, салоны красоты",24.378,Тренерский состав,False
507,24,"Спортивные клубы, фитнес, салоны красоты",24.379,Администрация,False
508,24,"Спортивные клубы, фитнес, салоны красоты",24.380,Продажи,False
509,29,Рабочий персонал,29.495,Грузчик,True
510,29,Рабочий персонал,29.510,Слесарь,True
511,29,Рабочий персонал,29.511,"Токарь, Фрезеровщик",True
512,29,Рабочий персонал,29.512,Фасовщик,True
513,29,Рабочий персонал,29.513,Столяр,True
514,29,Рабочий персонал,29.514,Сварщик,True
515,29,Рабочий персонал,29.515,Электрик,True
516,29,Рабочий персонал,29.516,Швея,True
517,29,Рабочий персонал,29.517,Сборщик,True
518,29,Рабочий персонал,29.540,Гардеробщик,True
519,29,Рабочий персонал,29.541,"Дворник, Уборщик",True
520,29,Рабочий персонал,29.542,Дорожные рабочие,True
521,29,Рабочий персонал,29.543,Жестянщик,True
522,29,Рабочий персонал,29.544,Заправщик картриджей,True
523,29,Рабочий персонал,29.545,"Комплектовщик, Укладчик-упаковщик",True
524,29,Рабочий персонал,29.546,Краснодеревщик,True
525,29,Рабочий персонал,29.547,Кузнец,True
526,29,Рабочий персонал,29.548,Лифтер,True
527,29,Рабочий персонал,29.549,Машинист производства,True
528,29,Рабочий персонал,29.550,Машинист сцены,True
529,29,Рабочий персонал,29.551,Машинист экскаватора,True
530,29,Рабочий персонал,29.552,Механик,True
531,29,Рабочий персонал,29.553,Оператор станков,True
532,29,Рабочий персонал,29.554,"Пастух, Чабан",True
533,29,Рабочий персонал,29.555,Перемотчик,True
534,29,Рабочий персонал,29.556,Разнорабочий,True
535,29,Рабочий персонал,29.557,Сантехник,True
536,29,Рабочий персонал,29.558,Шлифовщик,True
537,29,Рабочий персонал,29.559,Штукатур,True
538,29,Рабочий персонал,29.560,"Электромонтер, Кабельщик",True
539,29,Рабочий персонал,29.561,Ювелир,True
540,29,Рабочий персонал,29.581,Монтажник,True
541,29,Рабочий персонал,29.582,Проводник,True
542,29,Рабочий персонал,29.583,Маляр,True
543,29,Рабочий персонал,29.588,Другое,True
544,29,Рабочий персонал,29.162,Наладчик,True
545,27,Домашний персонал,27.496,"Воспитатель, Гувернантка/гувернёр, Няня",True
546,27,Домашний персонал,27.497,"домработница/домработник, Горничная",True
547,27,Домашний персонал,27.498,Персональный водитель,True
548,27,Домашний персонал,27.499,Садовник,True
549,27,Домашний персонал,27.500,Повар,True
550,27,Домашний персонал,27.501,Сиделка,True
551,27,Домашний персонал,27.533,"Помощник по хозяйству, Управляющий",True
552,27,Домашний персонал,27.584,Репетитор,True
553,27,Домашний персонал,27.741,Другое,False
554,15,"Начало карьеры, студенты",15.730,Бухгалтерия,False
555,15,"Начало карьеры, студенты",15.731,Закупки,False
556,15,"Начало карьеры, студенты",15.750,Другое,False
557,15,"Начало карьеры, студенты",15.68,Добыча сырья,False
558,15,"Начало карьеры, студенты",15.93,"Информационные технологии, Интернет, Мультимедиа",False
559,15,"Начало карьеры, студенты",15.96,"Искусство, Развлечения, Масс-медиа",False
560,15,"Начало карьеры, студенты",15.140,"Маркетинг, Реклама, PR",False
561,15,"Начало карьеры, студенты",15.146,"Медицина, Фармацевтика",False
562,15,"Начало карьеры, студенты",15.167,"Наука, Образование",False
563,15,"Начало карьеры, студенты",15.237,"Производство, Технологии",False
564,15,"Начало карьеры, студенты",15.281,Страхование,False
565,15,"Начало карьеры, студенты",15.288,"Строительство, Архитектура",False
566,15,"Начало карьеры, студенты",15.308,"Транспорт, Логистика",False
567,15,"Начало карьеры, студенты",15.313,"Туризм, Гостиницы, Рестораны",False
568,15,"Начало карьеры, студенты",15.320,Управление персоналом,False
569,15,"Начало карьеры, студенты",15.346,"Финансы, Банки, Инвестиции",False
570,15,"Начало карьеры, студенты",15.363,Юристы,False
571,15,"Начало карьеры, студенты",15.388,Административный персонал,False
572,15,"Начало карьеры, студенты",15.389,Продажи,False
573,15,"Начало карьеры, студенты",15.390,Автомобильный бизнес,False
574,15,"Начало карьеры, студенты",15.391,Консультирование,False
575,25,Инсталляция и сервис,25.743,Другое,False
576,25,Инсталляция и сервис,25.381,Сервисный инженер,False
577,25,Инсталляция и сервис,25.382,Руководитель сервисного центра,False
578,25,Инсталляция и сервис,25.383,Менеджер по сервису - сетевые и телекоммуникационные технологии,False
579,25,Инсталляция и сервис,25.384,Менеджер по сервису - промышленное оборудование,False
580,25,Инсталляция и сервис,25.385,Менеджер по сервису - транспорт,False
581,25,Инсталляция и сервис,25.386,Инсталляция и настройка оборудования,False
582,12,Консультирование,12.746,Другое,False
583,12,Консультирование,12.5,"Internet, E-Commerce",False
584,12,Консультирование,12.6,Knowledge management,False
585,12,Консультирование,12.7,PR Consulting,False
586,12,Консультирование,12.92,Информационные технологии,False
587,12,Консультирование,12.97,Исследования рынка,False
588,12,Консультирование,12.122,Корпоративные финансы,False
589,12,Консультирование,12.180,"Начальный уровень, Мало опыта",False
590,12,Консультирование,12.197,Организационное консультирование,False
591,12,Консультирование,12.251,Реинжиниринг бизнес процессов,False
592,12,Консультирование,12.252,"Реинжиниринг, Аутсорсинг финансовой функции",False
593,12,Консультирование,12.280,Стратегия,False
594,12,Консультирование,12.322,Управление практикой,False
595,12,Консультирование,12.326,Управление проектами,False
596,12,Консультирование,12.331,Управленческое консультирование,False
597,12,Консультирование,12.376,Недвижимость,False
598,14,"Наука, образование",14.749,Другое,False
599,14,"Наука, образование",14.762,Дошкольное образование,False
600,14,"Наука, образование",14.37,Биотехнологии,False
601,14,"Наука, образование",14.60,Гуманитарные науки,False
602,14,"Наука, образование",14.87,Инженерные науки,False
603,14,"Наука, образование",14.91,"Информатика, Информационные системы",False
604,14,"Наука, образование",14.141,Математика,False
605,14,"Наука, образование",14.169,Науки о Земле,False
606,14,"Наука, образование",14.178,"Начальный уровень, Мало опыта",False
607,14,"Наука, образование",14.217,Преподавание,False
608,14,"Наука, образование",14.340,Физика,False
609,14,"Наука, образование",14.349,Химия,False
610,14,"Наука, образование",14.355,"Экономика, Менеджмент",False
611,14,"Наука, образование",14.364,Языки,False
612,6,"Управление персоналом, тренинги",6.758,Другое,False
613,6,"Управление персоналом, тренинги",6.107,Компенсации и льготы,False
614,6,"Управление персоналом, тренинги",6.184,"Начальный уровень, Мало опыта",False
615,6,"Управление персоналом, тренинги",6.247,Развитие персонала,False
616,6,"Управление персоналом, тренинги",6.254,Рекрутмент,False
617,6,"Управление персоналом, тренинги",6.309,Тренинги,False
618,6,"Управление персоналом, тренинги",6.319,Управление персоналом,False
619,6,"Управление персоналом, тренинги",6.336,Учет кадров,False
